,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,country_code,admin_division_population,gazeteer_distance,longitude,latitude,fatality_count_predictions
8455,10.0,landslide,rain,2,unknown,PH,0.0,0.07989,123.1706,9.9242,0.0
8458,25.0,landslide,rain,2,unknown,CN,0.0,24.38142,99.0333,23.9,0.0
8463,12.674393057233878,landslide,downpour,3,unknown,CN,213365.0,11.53891,105.8313,32.3382,0.0
8469,25.0,complex,rain,3,unknown,CN,0.0,4.19487,110.85,31.1667,0.0
8480,10.0,landslide,rain,2,unknown,ID,0.0,0.79674,106.4785,-6.952,0.0
8498,5.0,complex,rain,2,unknown,US,608660.0,3.51569,-122.3406,47.6373,0.0
8501,50.0,landslide,rain,2,unknown,PH,0.0,6.24847,124.3807,13.7143,0.0
8504,1.0,landslide,rain,1,above_road,US,4020.0,0.03251,-79.732,40.3916,0.0
8507,12.674393057233878,landslide,rain,3,unknown,NP,31381.0,8.0819,81.64645269,28.61209203,0.0
8511,10.0,landslide,rain,2,unknown,ID,0.0,11.76669,111.1038,-8.1955,0.0
8512,50.0,landslide,tropical_cyclone,2,unknown,PH,2452.0,6.98564,124.21,13.949,0.0
8518,25.0,landslide,downpour,2,unknown,PH,3552.0,4.29518,126.0938,7.8474,0.0
8520,10.0,landslide,rain,2,unknown,NP,0.0,0.07146,86.087,27.3258,0.0
8534,1.0,landslide,downpour,2,unknown,GB,26000.0,2.79978,-1.9942,55.7584,0.0
8535,1.0,landslide,rain,2,unknown,US,2991.0,41.54001,-116.3322,45.2462,0.0
8542,25.0,landslide,rain,2,unknown,PH,8303.0,0.74945,124.9851,10.3904,0.0
8547,50.0,landslide,rain,2,unknown,PH,2401.0,9.69004,121.25,17.75,0.0
8548,50.0,landslide,rain,2,unknown,BD,237000.0,3.0718,91.9022,24.896,0.0
8552,5.0,landslide,downpour,2,unknown,IN,25338.0,1.92689,76.9001,31.5494,0.0
8558,12.674393057233878,landslide,rain,4,unknown,VN,32690.0,2.1825,104.9877,22.804,0.0
8563,50.0,landslide,rain,1,unknown,BN,19151.0,33.23722,114.6667,4.4999,0.0
8574,5.0,landslide,rain,2,unknown,US,1982.0,29.09438,-122.5479,46.355,0.0
8583,5.0,landslide,downpour,2,above_road,IN,28217.0,0.2763,77.02239366,31.71456806,0.0
8589,10.0,landslide,unknown,1,above_road,US,3532.0,45.41327,-124.5243,48.3481,0.0
8591,10.0,landslide,freeze_thaw,4,unknown,NZ,1187.0,106.2834,170.0645,-43.7015,0.0
8612,12.674393057233878,landslide,tropical_cyclone,2,unknown,GT,18994.0,12.55184,-88.9286,15.5163,0.0
8616,50.0,landslide,downpour,2,unknown,AT,0.0,2.79402,11.4988,47.0272,0.0
8626,10.0,mudslide,downpour,2,unknown,GT,1311.0,1.58358,-91.596,15.376,0.0
8630,25.0,landslide,tropical_cyclone,2,unknown,PH,3259.0,2.76894,124.379,13.757,0.0
8637,5.0,landslide,downpour,2,unknown,IN,28313.0,20.20958,76.0376,11.405,0.0
8646,5.0,landslide,downpour,2,unknown,GB,6977.0,0.3166,-2.6551,56.7325,0.0
8647,12.674393057233878,landslide,rain,2,unknown,IN,25758.0,0.4599,91.27,25.52,0.0
8657,25.0,landslide,rain,3,unknown,IN,98238.0,0.97335,76.6953,11.4046,0.0
8662,50.0,landslide,rain,2,unknown,JM,1119.0,3.1793,-76.414,18.1041,0.0
8676,10.0,landslide,rain,2,unknown,US,2138.0,13.86023,-83.373,35.5898,0.0
8680,5.0,landslide,downpour,2,unknown,MM,24561.0,10.34155,98.55613004,10.00349068,0.0
8691,50.0,landslide,downpour,2,unknown,IN,28217.0,4.05872,76.973,31.7017,0.0
8694,5.0,landslide,rain,2,unknown,US,8465.0,18.72748,-90.4312,38.9716,0.0
8735,12.674393057233878,landslide,rain,2,unknown,PE,5044.0,2.43089,-77.6613,-9.2965,0.0
8742,1.0,landslide,downpour,2,unknown,US,11312.0,9.33147,-119.6462,38.849,0.0
8748,12.674393057233878,mudslide,downpour,2,unknown,CN,0.0,8.41367,118.288,25.934,0.0
8775,10.0,landslide,rain,2,unknown,IN,2000.0,5.28094,91.8,26.1833,0.0
8783,25.0,landslide,downpour,3,unknown,CN,0.0,2.51751,90.9352,29.4903,0.0
8785,5.0,mudslide,downpour,1,unknown,US,1592.0,21.79988,-80.6094,39.7447,0.0
8794,5.0,landslide,downpour,3,unknown,IN,2711758.0,5.31635,75.8101,26.876,0.0
8796,5.0,landslide,rain,2,unknown,US,777.0,1.63625,-82.995,37.345,0.0
8806,25.0,landslide,downpour,2,above_road,IN,7725.0,30.56741,79.04191791,30.67629482,0.0
8824,5.0,landslide,rain,3,unknown,GB,10218.0,0.88315,-3.792,51.7633,0.0
8833,50.0,landslide,rain,2,unknown,TH,0.0,1.1497,98.6333,14.7333,0.0
8836,1.0,landslide,downpour,2,unknown,IN,28217.0,0.23929,76.9297,31.7093,0.0
8847,5.0,landslide,rain,1,unknown,GB,51559.0,2.42905,-0.15430659,51.28777211,0.0
8867,5.0,landslide,rain,2,unknown,IR,61642.0,17.59856,46.9313,34.637,0.0
8875,10.0,complex,downpour,1,above_road,AU,1546.0,36.14855,147.8621,-42.5589,0.0
8876,5.0,landslide,downpour,2,unknown,IN,30700.0,1.57239,88.6065,27.339,0.0
8887,10.0,landslide,rain,2,unknown,CN,0.0,1.07639,109.9731,22.2805,0.0
8891,5.0,landslide,downpour,3,unknown,PK,14047.0,21.5585,73.3731,34.5847,0.0
8894,5.0,landslide,rain,2,unknown,MY,879867.0,4.56497,101.4169,3.0089,0.0
8906,25.0,landslide,rain,2,unknown,IN,92113.0,19.44563,94.1192,25.4993,0.0
8907,12.674393057233878,mudslide,rain,2,unknown,ID,0.0,32.69153,102.0873,-2.847,0.0
8911,10.0,landslide,downpour,3,unknown,BR,55122.0,6.1215,-40.4598,-20.4337,0.0
8933,25.0,landslide,downpour,2,unknown,PH,4089.0,11.11009,124.2758,13.7769,0.0
8968,5.0,landslide,tropical_cyclone,2,unknown,GE,1625.0,0.24294,41.7811,41.9944,0.0
8969,25.0,landslide,tropical_cyclone,2,unknown,CN,0.0,2.54766,120.4216,28.1292,0.0
8974,12.674393057233878,landslide,continuous_rain,2,unknown,NP,2860.0,2.60613,83.6667,28.4167,0.0
8992,5.0,landslide,downpour,2,unknown,MY,24071.0,1.91774,100.3028,5.4439,0.0
9000,12.674393057233878,mudslide,downpour,4,unknown,MX,652136.0,0.90692,-99.8816,16.8638,0.0
9003,50.0,landslide,rain,2,unknown,PH,4089.0,0.22659,124.3101,13.8701,0.0
9012,5.0,complex,downpour,1,unknown,US,33929.0,4.18148,-122.1,47.54,0.0
9022,5.0,landslide,downpour,2,unknown,CN,0.0,30.07563,101.8783,28.4628,0.0
9026,5.0,landslide,downpour,3,unknown,CA,1639.0,17.2008,-67.5221,46.3029,0.0
9028,25.0,landslide,rain,3,unknown,NZ,4428.0,44.18956,169.1339,-44.3025,0.0
9043,5.0,landslide,downpour,2,unknown,IN,39982.0,1.50142,93.0123,25.1775,0.0
9049,10.0,landslide,tropical_cyclone,2,unknown,PH,3370.0,2.95288,120.7617,16.7667,0.0
9059,5.0,landslide,unknown,2,unknown,GB,11853.0,1.77064,-3.2243,50.7035,0.0
9061,5.0,landslide,rain,1,urban,US,15930.0,2.91977,-79.916,40.4377,0.0
9063,10.0,landslide,downpour,2,unknown,JP,192925.0,0.24054,135.7999,34.8855,0.0
9072,1.0,rock_fall,rain,2,unknown,IN,80447.0,9.28588,75.1945,32.9918,0.0
9079,12.674393057233878,mudslide,rain,1,urban,US,23402.0,2.39991,-89.5556,40.6535,0.0
9082,25.0,landslide,monsoon,2,unknown,IN,25436.0,17.19198,76.7604,10.3031,0.0
9087,5.0,landslide,rain,1,unknown,US,1235.0,16.00699,-156.0898,20.6479,0.0
9099,5.0,landslide,downpour,2,unknown,IN,8364.0,1.26422,93.1265,25.3056,0.0
9106,5.0,landslide,rain,4,unknown,AT,9651.0,5.19127,13.8188,47.8734,0.0
9119,10.0,mudslide,rain,2,unknown,IE,5693.0,8.84409,-8.306,53.665,0.0
9123,50.0,landslide,rain,2,unknown,NP,0.0,1.0067,84.35,28.278,0.0
9132,5.0,landslide,downpour,2,unknown,IN,7317.0,0.13125,75.2381,33.2413,0.0
9133,50.0,landslide,rain,2,unknown,IN,7787.0,0.80546,73.8377,15.3925,0.0
9143,25.0,landslide,rain,2,unknown,NP,4000.0,18.57097,85.7,27.7667,0.0
9151,10.0,landslide,downpour,2,unknown,RU,50715.0,1.87232,38.063,44.5558,0.0
9159,10.0,landslide,rain,2,unknown,PH,51393.0,2.24913,126.0367,7.8253,0.0
9178,25.0,landslide,downpour,2,unknown,ID,451893.0,0.84008,124.841,1.4931,0.0
9186,5.0,landslide,rain,1,unknown,CN,2035307.0,4.82581,121.553,38.9325,0.0
9194,25.0,mudslide,rain,2,unknown,IN,7176.0,43.86029,93.4946,24.9926,0.0
9195,10.0,landslide,tropical_cyclone,2,unknown,PH,272714.0,4.20353,120.6,16.379,0.0
9200,10.0,mudslide,downpour,2,unknown,US,19653.0,1.04525,-118.2251,34.2363,0.0
9216,10.0,landslide,downpour,2,unknown,PH,0.0,3.9516,120.8896,17.5768,0.0
9220,12.674393057233878,landslide,downpour,4,unknown,CN,0.0,19.83256,103.2827,31.2922,0.0
9228,25.0,landslide,rain,2,unknown,GE,9466.0,7.06514,45.7167,41.75,0.0
9231,1.0,landslide,downpour,3,unknown,CL,1826.0,0.26266,-71.8666,-43.1826,0.0
9253,12.674393057233878,mudslide,downpour,3,unknown,IN,49330.0,10.61205,76.4319,10.3228,0.0
9254,5.0,landslide,downpour,2,unknown,ID,101691.0,0.5423,117.4844,0.1276,0.0
9259,1.0,landslide,downpour,2,unknown,TT,8140.0,4.64073,-61.5741,10.6884,0.0
9277,10.0,landslide,rain,3,unknown,PG,9383.0,2.34198,144.9642,-6.0377,0.0
9281,5.0,lahar,rain,2,unknown,US,64234.0,4.68635,-117.764,33.899,0.0
9282,50.0,landslide,downpour,3,unknown,VN,36502.0,4.72187,104.0014,22.4539,0.0
9298,5.0,landslide,downpour,2,unknown,US,83393.0,4.34897,-82.5166,35.6255,0.0
9302,50.0,landslide,rain,2,unknown,IN,92113.0,26.23523,94.1162,25.4379,0.0
9308,5.0,landslide,rain,2,unknown,US,18228.0,12.88531,-81.6384,35.9974,0.0
9311,5.0,landslide,rain,2,unknown,US,305704.0,1.33115,-80.0073,40.4324,0.0
9316,5.0,landslide,rain,3,unknown,IN,92113.0,10.39298,94.0132,25.7055,0.0
9335,1.0,landslide,rain,1,bluff,CA,4163.0,119.78675,-57.5843,50.2413,0.0
9338,5.0,landslide,rain,2,unknown,GB,8608.0,0.53073,-4.1637,51.113,0.0
9341,5.0,landslide,tropical_cyclone,2,unknown,TT,0.0,8.62938,-60.644,11.3,0.0
9343,10.0,mudslide,downpour,2,unknown,US,1137.0,15.92736,-116.3517,48.3815,0.0
9344,50.0,landslide,downpour,3,unknown,BT,17043.0,0.91324,89.3903,26.8597,0.0
9346,12.674393057233878,landslide,snowfall_snowmelt,2,unknown,IN,3278.0,2.29119,75.2027,33.4372,0.0
9351,25.0,landslide,rain,2,unknown,IN,12311.0,10.70327,88.526,26.8096,0.0
9374,10.0,landslide,rain,2,unknown,IN,12444.0,2.26279,74.0253,15.0296,0.0
9387,5.0,mudslide,downpour,2,unknown,JP,48347.0,16.73535,133.9654,35.5225,0.0
9389,10.0,landslide,downpour,2,unknown,PH,3787.0,8.61797,121.4166,17.4122,0.0
9410,25.0,landslide,earthquake,2,unknown,IT,6385.0,2.84912,13.5114,43.6263,0.0
9419,1.0,mudslide,downpour,2,unknown,US,2035.0,24.76742,-118.2,36.8,0.0
9425,25.0,landslide,downpour,2,unknown,PK,0.0,15.82087,73.9342,35.4453,0.0
9443,5.0,landslide,rain,2,unknown,UG,1353189.0,0.16651,32.581,0.3172,0.0
9444,1.0,landslide,rain,2,unknown,US,59518.0,3.23702,-117.3042,33.0643,0.0
9453,10.0,mudslide,downpour,3,unknown,TW,86406.0,14.16321,120.9876,23.8396,0.0
9455,1.0,landslide,downpour,2,urban,ID,8540121.0,6.22509,106.8416895,-6.250422873,0.0
9458,5.0,mudslide,rain,2,unknown,US,1646.0,17.16659,-105.1865,39.2228,0.0
9461,10.0,mudslide,tropical_cyclone,2,unknown,TW,543342.0,6.42431,121.4479,24.959,0.0
9490,25.0,landslide,downpour,2,unknown,IN,92113.0,0.50696,94.11112157,25.63961883,0.0
9508,25.0,rock_fall,downpour,2,unknown,US,2868.0,24.86266,-91.2006,43.5735,0.0
9512,1.0,landslide,rain,1,unknown,IN,80447.0,9.28588,75.1945,32.9918,0.0
9513,10.0,landslide,tropical_cyclone,2,unknown,GT,5987.0,5.31511,-90.9167,14.8667,0.0
9517,50.0,landslide,rain,2,unknown,IN,46427.0,5.35873,88.2798,26.8342,0.0
9518,25.0,mudslide,rain,2,unknown,NP,107157.0,12.37507,84.432,27.795,0.0
9537,50.0,landslide,downpour,2,unknown,US,2355.0,15.98301,-83.9526,36.6195,0.0
9547,10.0,landslide,rain,2,unknown,BG,0.0,3.30312,23.3981,43.0797,0.0
9558,25.0,landslide,rain,2,unknown,MY,1453975.0,2.62642,101.6983,3.1618,0.0
9562,25.0,landslide,rain,2,unknown,EC,1399814.0,1.56942,-78.5347,-0.2196,0.0
9566,5.0,landslide,downpour,3,unknown,TW,105682.0,3.15924,120.692,23.9277,0.0
9568,10.0,landslide,rain,2,unknown,MY,1453975.0,2.38508,101.7058,3.1507,0.0
9576,1.0,mudslide,rain,2,unknown,GB,3210.0,0.28743,-3.0193,51.0934,0.0
9581,25.0,landslide,downpour,2,unknown,ID,0.0,18.21063,111.8408,-7.8313,0.0
9590,12.674393057233878,mudslide,downpour,2,unknown,CN,0.0,3.13435,113.493,22.854,0.0
9602,1.0,landslide,rain,2,unknown,US,20254.0,3.70552,-122.3197,47.9128,0.0
9610,25.0,landslide,rain,2,unknown,JM,14400.0,7.79027,-76.5082,18.1258,0.0
9611,12.674393057233878,landslide,downpour,2,unknown,IN,32442.0,0.27733,79.6625,29.5952,0.0
9613,1.0,landslide,rain,2,unknown,ID,276414.0,6.51428,106.8903,-6.8717,0.0
9618,12.674393057233878,landslide,rain,4,unknown,VN,0.0,4.88264,103.2816,22.3704,0.0
9634,10.0,landslide,downpour,2,unknown,IN,17123.0,0.77489,78.44,30.7362,0.0
9668,25.0,landslide,downpour,1,above_road,FJ,77366.0,9.05557,178.3964727,-17.98741703,0.0
9674,5.0,landslide,tropical_cyclone,3,unknown,PH,445103.0,3.43739,124.6318,8.4552,0.0
9679,5.0,debris_flow,downpour,2,unknown,US,1247.0,22.92807,-111.1821,39.572,0.0
9684,10.0,complex,tropical_cyclone,2,unknown,VN,0.0,0.75035,105.4167,23.1667,0.0
9689,5.0,landslide,downpour,2,unknown,IN,43000.0,1.49112,88.482,27.0771,0.0
9702,5.0,landslide,downpour,2,unknown,US,5955.0,1.30932,-84.493,39.1106,0.0
9703,25.0,mudslide,downpour,2,unknown,JP,22205.0,8.66568,137.2279,36.55,0.0
9707,25.0,landslide,rain,2,unknown,IN,3278.0,2.06191,75.1923,33.4341,0.0
9711,5.0,landslide,unknown,1,unknown,DO,13456.0,1.70298,-69.914,18.4757,0.0
9723,25.0,landslide,downpour,2,unknown,PH,0.0,4.08377,120.89,17.5753,0.0
9730,10.0,landslide,tropical_cyclone,2,unknown,TW,94188.0,7.86775,121.7195,24.6929,0.0
9738,50.0,landslide,rain,2,unknown,KE,12501.0,23.55932,38.235,-3.571,0.0
9744,5.0,landslide,downpour,2,unknown,IN,38285.0,24.22781,76.8696375,9.497393176,0.0
9759,10.0,landslide,rain,2,unknown,IN,417387.0,4.93601,74.8481,12.8733,0.0
9760,5.0,landslide,rain,2,unknown,AS,2124.0,2.67128,-170.6613,-14.2521,0.0
9766,5.0,rock_fall,downpour,1,unknown,US,365.0,10.0765,-83.3777,37.0702,0.0
9774,5.0,mudslide,downpour,1,above_road,AU,5526.0,0.03591,147.185,-42.8216,0.0
9776,5.0,landslide,rain,2,unknown,PG,8186.0,19.67416,142.8548,-6.0609,0.0
9779,25.0,landslide,downpour,2,unknown,IN,9106.0,1.00536,74.9277,33.0,0.0
9780,5.0,mudslide,downpour,1,unknown,US,2826.0,10.78549,-106.93,39.31,0.0
9785,1.0,landslide,downpour,2,unknown,ID,79714.0,9.51714,98.8162,1.8203,0.0
9791,10.0,mudslide,downpour,2,unknown,US,1381.0,10.43774,-120.5001,46.9085,0.0
9793,5.0,mudslide,downpour,2,unknown,CA,44560.0,2.61213,-123.1452,49.3055,0.0
9803,5.0,landslide,snowfall_snowmelt,2,unknown,US,1035.0,0.24476,-122.4035,48.0389,0.0
9808,5.0,landslide,rain,2,unknown,NG,8402.0,19.66263,5.8167,5.3,0.0
9812,50.0,landslide,rain,2,unknown,PH,8235.0,7.91544,125.5986,7.8339,0.0
9826,5.0,landslide,rain,1,unknown,US,3451.0,1.23232,-79.9458,40.4934,0.0
9841,5.0,mudslide,rain,2,unknown,US,103019.0,3.72134,-122.2426,47.9595,0.0
9848,25.0,landslide,unknown,2,unknown,CM,43509.0,0.00369,10.2667,6.25,0.0
9864,50.0,landslide,downpour,2,unknown,PA,1287.0,1.84596,-79.4295,9.1559,0.0
9870,10.0,complex,rain,2,unknown,US,11698.0,3.2205,-117.6428,33.7112,0.0
10071,5.0,landslide,monsoon,2,unknown,ID,0.0,5.31222,123.2322,0.4257,0.0
10086,5.0,landslide,monsoon,2,unknown,ID,0.0,8.84379,123.2913,0.3653,0.0
